,content,class,species,filename
10154,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,97264.jpg
10155,LeafScan,7483,Liquidambar styraciflua L.,88118.jpg
10156,LeafScan,30308,Quercus robur L.,25957.jpg
10157,LeafScan,14872,Ulmus minor Mill.,9919.jpg
10158,LeafScan,4843,Prunus padus L.,97103.jpg
10159,LeafScan,3849,Morus alba L.,1886.jpg
10160,LeafScan,8522,Acer campestre L.,49159.jpg
10161,LeafScan,4379,Punica granatum L.,85417.jpg
10162,LeafScan,3465,Aesculus hippocastanum L.,40374.jpg
10163,LeafScan,30040,Cercis siliquastrum L.,16875.jpg
10164,LeafScan,59,Rhus coriaria L.,84644.jpg
10165,LeafScan,2918,Gleditsia triacanthos L.,77336.jpg
10166,LeafScan,3282,Quercus cerris L.,48233.jpg
10167,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,48694.jpg
10168,LeafScan,5602,Daphne cneorum L.,81350.jpg
10169,LeafScan,3958,Phillyrea angustifolia L.,48449.jpg
10170,LeafScan,30132,Fraxinus ornus L.,22788.jpg
10171,LeafScan,3130,Sophora japonica L.,24378.jpg
10172,LeafScan,5769,Parthenocissus quinquefolia (L.) Planch.,49652.jpg
10173,LeafScan,4847,Prunus spinosa L.,107828.jpg
10174,LeafScan,30126,Ficus carica L.,62827.jpg
10175,LeafScan,2689,Euphorbia characias L.,50993.jpg
10176,LeafScan,55,Pistacia lentiscus L.,13088.jpg
10177,LeafScan,13623,Quercus pubescens Willd.,75676.jpg
10178,LeafScan,3958,Phillyrea angustifolia L.,89520.jpg
10179,LeafScan,4721,Crataegus monogyna Jacq.,90769.jpg
10180,LeafScan,29924,Acer negundo L.,99541.jpg
10181,LeafScan,8522,Acer campestre L.,94545.jpg
10182,LeafScan,3584,Mentha aquatica L.,15538.jpg
10183,LeafScan,2689,Euphorbia characias L.,45635.jpg
10184,LeafScan,8524,Acer opalus Mill.,38714.jpg
10185,LeafScan,30325,Rosmarinus officinalis L.,20039.jpg
10186,LeafScan,3279,Castanea sativa Mill.,46618.jpg
10187,LeafScan,3750,Laurus nobilis L.,476.jpg
10188,LeafScan,5474,Verbascum blattaria L.,28450.jpg
10189,LeafScan,3124,Robinia pseudoacacia L.,79455.jpg
10190,LeafScan,30325,Rosmarinus officinalis L.,22359.jpg
10191,LeafScan,30056,Cornus sanguinea L.,47699.jpg
10192,LeafScan,3288,Quercus ilex L.,95236.jpg
10193,LeafScan,7305,Juniperus oxycedrus L.,70807.jpg
10194,LeafScan,4617,Rhamnus alaternus L.,37462.jpg
10195,LeafScan,4763,Crataegus germanica (L.) Kuntze,72681.jpg
10196,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,47290.jpg
10197,LeafScan,1329,Corylus avellana L.,1242.jpg
10198,LeafScan,3750,Laurus nobilis L.,15572.jpg
10199,LeafScan,2689,Euphorbia characias L.,38507.jpg
10200,LeafScan,3956,Olea europaea L.,52368.jpg
10201,LeafScan,3955,Ligustrum vulgare L.,68179.jpg
10202,LeafScan,3792,Lythrum salicaria L.,4273.jpg
10203,LeafScan,8522,Acer campestre L.,10011.jpg
10204,LeafScan,2918,Gleditsia triacanthos L.,52620.jpg
10205,LeafScan,1842,Buxus sempervirens L.,10870.jpg
10206,LeafScan,3956,Olea europaea L.,43120.jpg
10207,LeafScan,7305,Juniperus oxycedrus L.,69653.jpg
10208,LeafScan,3797,Liriodendron tulipifera L.,55391.jpg
10209,LeafScan,54,Cotinus coggygria Scop.,39963.jpg
10210,LeafScan,4763,Crataegus germanica (L.) Kuntze,41346.jpg
10211,LeafScan,2848,Colutea arborescens L.,13775.jpg
10212,LeafScan,30040,Cercis siliquastrum L.,1606.jpg
10213,LeafScan,4379,Punica granatum L.,83559.jpg
10214,LeafScan,1973,Viburnum tinus L.,66953.jpg
10215,LeafScan,30713,Quercus palustris Münchh.,67091.jpg
10216,LeafScan,7305,Juniperus oxycedrus L.,81745.jpg
10217,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,63345.jpg
10218,LeafScan,1973,Viburnum tinus L.,1744.jpg
10219,LeafScan,30713,Quercus palustris Münchh.,107654.jpg
10220,LeafScan,14872,Ulmus minor Mill.,28700.jpg
10221,LeafScan,30713,Quercus palustris Münchh.,74426.jpg
10222,LeafScan,30195,Laburnum anagyroides Medik.,110423.jpg
10223,LeafScan,3124,Robinia pseudoacacia L.,81509.jpg
10224,LeafScan,30378,Sinapis arvensis L.,81567.jpg
10225,LeafScan,1333,Catalpa bignonioides Walter,74991.jpg
10226,LeafScan,1329,Corylus avellana L.,16994.jpg
10227,LeafScan,3130,Sophora japonica L.,81488.jpg
10228,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,27747.jpg
10229,LeafScan,54,Cotinus coggygria Scop.,102289.jpg
10230,LeafScan,2689,Euphorbia characias L.,3697.jpg
10231,LeafScan,2918,Gleditsia triacanthos L.,8039.jpg
10232,LeafScan,6367,Ruscus aculeatus L.,67295.jpg
10233,LeafScan,8522,Acer campestre L.,5381.jpg
10234,LeafScan,3288,Quercus ilex L.,106697.jpg
10235,LeafScan,3288,Quercus ilex L.,87248.jpg
10236,LeafScan,4721,Crataegus monogyna Jacq.,4242.jpg
10237,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,95024.jpg
10238,LeafScan,3958,Phillyrea angustifolia L.,24596.jpg
10239,LeafScan,7305,Juniperus oxycedrus L.,48571.jpg
10240,LeafScan,14872,Ulmus minor Mill.,38241.jpg
10241,LeafScan,3750,Laurus nobilis L.,10005.jpg
10242,LeafScan,8524,Acer opalus Mill.,71630.jpg
10243,LeafScan,55,Pistacia lentiscus L.,103947.jpg
10244,LeafScan,14872,Ulmus minor Mill.,10098.jpg
10245,LeafScan,1328,Carpinus betulus L.,57024.jpg
10246,LeafScan,2648,Arbutus unedo L.,2505.jpg
10247,LeafScan,30040,Cercis siliquastrum L.,107252.jpg
10248,LeafScan,30126,Ficus carica L.,108189.jpg
10249,LeafScan,7315,Ginkgo biloba L.,10362.jpg
10250,LeafScan,1973,Viburnum tinus L.,10144.jpg
10251,LeafScan,5131,Populus tremula L.,3180.jpg
10252,LeafScan,14572,Sorbus intermedia (Ehrh.) Pers.,59880.jpg
10253,LeafScan,3958,Phillyrea angustifolia L.,45129.jpg
10254,LeafScan,5602,Daphne cneorum L.,74031.jpg
10255,LeafScan,3750,Laurus nobilis L.,19734.jpg
10256,LeafScan,4847,Prunus spinosa L.,93790.jpg
10257,LeafScan,1842,Buxus sempervirens L.,49431.jpg
10258,LeafScan,54,Cotinus coggygria Scop.,85023.jpg
10259,LeafScan,3124,Robinia pseudoacacia L.,6172.jpg
10260,LeafScan,1948,Capparis spinosa L.,55169.jpg
10261,LeafScan,29926,Acer platanoides L.,52040.jpg
10262,LeafScan,5128,Populus nigra L.,4825.jpg
10263,LeafScan,54,Cotinus coggygria Scop.,39732.jpg
10264,LeafScan,55,Pistacia lentiscus L.,88454.jpg
10265,LeafScan,5124,Populus alba L.,54043.jpg
10266,LeafScan,3956,Olea europaea L.,49780.jpg
10267,LeafScan,3296,Quercus rubra L.,11636.jpg
10268,LeafScan,4721,Crataegus monogyna Jacq.,105182.jpg
10269,LeafScan,31439,Koelreuteria paniculata Laxm.,40990.jpg
10270,LeafScan,44462,Pittosporum tenuifolium Gaertn.,29487.jpg
10271,LeafScan,54,Cotinus coggygria Scop.,8638.jpg
10272,LeafScan,1329,Corylus avellana L.,29786.jpg
10273,LeafScan,1973,Viburnum tinus L.,64679.jpg
10274,LeafScan,3283,Quercus coccifera L.,6093.jpg
10275,LeafScan,3282,Quercus cerris L.,53005.jpg
10276,LeafScan,2648,Arbutus unedo L.,27430.jpg
10277,LeafScan,1329,Corylus avellana L.,42302.jpg
10278,LeafScan,3956,Olea europaea L.,22600.jpg
10279,LeafScan,1842,Buxus sempervirens L.,55061.jpg
10280,LeafScan,5714,Vitex agnus-castus L.,105258.jpg
10281,LeafScan,5623,Tilia cordata Mill.,89141.jpg
10282,LeafScan,11,Acer pseudoplatanus L.,93938.jpg
10283,LeafScan,2475,Cornus mas L.,83616.jpg
10284,LeafScan,29917,Tilia dasystyla Stev.,2244.jpg
10285,LeafScan,4739,Eriobotrya japonica (Thunb.) Lindl.,53750.jpg
10286,LeafScan,59,Rhus coriaria L.,15001.jpg
10287,LeafScan,30381,Sorbus aria (L.) Crantz,53864.jpg
10288,LeafScan,3956,Olea europaea L.,26486.jpg
10289,LeafScan,3958,Phillyrea angustifolia L.,65656.jpg
10290,LeafScan,3282,Quercus cerris L.,81769.jpg
10291,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,67037.jpg
10292,LeafScan,4842,Prunus mahaleb L.,91819.jpg
10293,LeafScan,3283,Quercus coccifera L.,98791.jpg
10294,LeafScan,30040,Cercis siliquastrum L.,77112.jpg
10295,LeafScan,6367,Ruscus aculeatus L.,84771.jpg
10296,LeafScan,3849,Morus alba L.,106631.jpg
10297,LeafScan,3956,Olea europaea L.,49835.jpg
10298,LeafScan,3291,Quercus petraea Liebl.,90179.jpg
10299,LeafScan,7315,Ginkgo biloba L.,46823.jpg
10300,LeafScan,3283,Quercus coccifera L.,62930.jpg
10301,LeafScan,1467,Albizia julibrissin Durazz.,103518.jpg
10302,LeafScan,6367,Ruscus aculeatus L.,99183.jpg
10303,LeafScan,7483,Liquidambar styraciflua L.,52792.jpg
10304,LeafScan,1973,Viburnum tinus L.,58448.jpg
10305,LeafScan,8522,Acer campestre L.,15891.jpg
10306,LeafScan,3124,Robinia pseudoacacia L.,40176.jpg
10307,LeafScan,3750,Laurus nobilis L.,100992.jpg
10308,LeafScan,1842,Buxus sempervirens L.,50144.jpg
10309,LeafScan,5148,Salix caprea L.,79542.jpg
10310,LeafScan,3568,Lamium purpureum L.,104219.jpg
10311,LeafScan,5149,Salix cinerea L.,60080.jpg
10312,LeafScan,29924,Acer negundo L.,92032.jpg
10313,LeafScan,13623,Quercus pubescens Willd.,15762.jpg
10314,LeafScan,30381,Sorbus aria (L.) Crantz,34517.jpg
10315,LeafScan,30132,Fraxinus ornus L.,37898.jpg
10316,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,83790.jpg
10317,LeafScan,30381,Sorbus aria (L.) Crantz,66591.jpg
10318,LeafScan,2689,Euphorbia characias L.,9910.jpg
10319,LeafScan,29924,Acer negundo L.,30436.jpg
10320,LeafScan,30056,Cornus sanguinea L.,73989.jpg
10321,LeafScan,30325,Rosmarinus officinalis L.,64705.jpg
10322,LeafScan,3283,Quercus coccifera L.,56572.jpg
10323,LeafScan,2298,Euonymus europaeus L.,6719.jpg
10324,LeafScan,14872,Ulmus minor Mill.,77570.jpg
10325,LeafScan,4620,Rhamnus cathartica L.,42593.jpg
10326,LeafScan,4721,Crataegus monogyna Jacq.,82549.jpg
10327,LeafScan,4721,Crataegus monogyna Jacq.,31333.jpg
10328,LeafScan,29926,Acer platanoides L.,36826.jpg
10329,LeafScan,29924,Acer negundo L.,36632.jpg
10330,LeafScan,3288,Quercus ilex L.,101905.jpg
10331,LeafScan,4721,Crataegus monogyna Jacq.,95877.jpg
10332,LeafScan,1837,Buddleja davidii Franch.,8929.jpg
10333,LeafScan,5634,Celtis australis L.,82744.jpg
10334,LeafScan,4996,Sorbus torminalis (L.) Crantz,79935.jpg
10335,LeafScan,7305,Juniperus oxycedrus L.,55647.jpg
10336,LeafScan,59,Rhus coriaria L.,94280.jpg
10337,LeafScan,3438,Geranium rotundifolium L.,33623.jpg
10338,LeafScan,3958,Phillyrea angustifolia L.,68245.jpg
10339,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,2682.jpg
10340,LeafScan,6367,Ruscus aculeatus L.,52913.jpg
10341,LeafScan,14803,Tilia platyphyllos Scop.,83529.jpg
10342,LeafScan,4616,Paliurus spina-christi Mill.,41928.jpg
10343,LeafScan,1973,Viburnum tinus L.,94593.jpg
10344,LeafScan,29926,Acer platanoides L.,91316.jpg
10345,LeafScan,4721,Crataegus monogyna Jacq.,66222.jpg
10346,LeafScan,3956,Olea europaea L.,35154.jpg
10347,LeafScan,2648,Arbutus unedo L.,45071.jpg
10348,LeafScan,2689,Euphorbia characias L.,78337.jpg
10349,LeafScan,29924,Acer negundo L.,11387.jpg
10350,LeafScan,2475,Cornus mas L.,25140.jpg
10351,LeafScan,3288,Quercus ilex L.,80497.jpg
10352,LeafScan,4827,Prunus avium (L.) L.,68079.jpg
10353,LeafScan,3282,Quercus cerris L.,25025.jpg
10354,LeafScan,13623,Quercus pubescens Willd.,73261.jpg
10355,LeafScan,30283,Pistacia terebinthus L.,88920.jpg
10356,LeafScan,3962,Syringa vulgaris L.,28083.jpg
10357,LeafScan,1329,Corylus avellana L.,18982.jpg
10358,LeafScan,30126,Ficus carica L.,70304.jpg
10359,LeafScan,30040,Cercis siliquastrum L.,84987.jpg
10360,LeafScan,3282,Quercus cerris L.,8791.jpg
10361,LeafScan,29924,Acer negundo L.,48947.jpg
10362,LeafScan,7305,Juniperus oxycedrus L.,90942.jpg
10363,LeafScan,6367,Ruscus aculeatus L.,101513.jpg
10364,LeafScan,1842,Buxus sempervirens L.,10736.jpg
10365,LeafScan,4739,Eriobotrya japonica (Thunb.) Lindl.,709.jpg
10366,LeafScan,5634,Celtis australis L.,9414.jpg
10367,LeafScan,4721,Crataegus monogyna Jacq.,4084.jpg
10368,LeafScan,6383,Smilax aspera L.,1199.jpg
10369,LeafScan,3283,Quercus coccifera L.,31264.jpg
10370,LeafScan,59,Rhus coriaria L.,9709.jpg
10371,LeafScan,3958,Phillyrea angustifolia L.,61751.jpg
10372,LeafScan,4827,Prunus avium (L.) L.,64400.jpg
10373,LeafScan,7305,Juniperus oxycedrus L.,67609.jpg
10374,LeafScan,14572,Sorbus intermedia (Ehrh.) Pers.,44271.jpg
10375,LeafScan,5131,Populus tremula L.,46494.jpg
10376,LeafScan,4986,Sorbus aucuparia L.,75602.jpg
10377,LeafScan,4721,Crataegus monogyna Jacq.,1748.jpg
10378,LeafScan,329,Hedera helix L.,101117.jpg
10379,LeafScan,8522,Acer campestre L.,41009.jpg
10380,LeafScan,3130,Sophora japonica L.,91513.jpg
10381,LeafScan,55,Pistacia lentiscus L.,34486.jpg
10382,LeafScan,2689,Euphorbia characias L.,81927.jpg
10383,LeafScan,14872,Ulmus minor Mill.,107343.jpg
10384,LeafScan,3956,Olea europaea L.,74012.jpg
10385,LeafScan,30132,Fraxinus ornus L.,23428.jpg
10386,LeafScan,7315,Ginkgo biloba L.,98166.jpg
10387,LeafScan,4379,Punica granatum L.,69025.jpg
10388,LeafScan,7305,Juniperus oxycedrus L.,43961.jpg
10389,LeafScan,1328,Carpinus betulus L.,47655.jpg
10390,LeafScan,6367,Ruscus aculeatus L.,6642.jpg
10391,LeafScan,5124,Populus alba L.,105604.jpg
10392,LeafScan,30122,Fagus sylvatica L.,63549.jpg
10393,LeafScan,3958,Phillyrea angustifolia L.,71875.jpg
10394,LeafScan,55,Pistacia lentiscus L.,10817.jpg
10395,LeafScan,7483,Liquidambar styraciflua L.,63439.jpg
10396,LeafScan,8523,Acer monspessulanum L.,33243.jpg
10397,LeafScan,14872,Ulmus minor Mill.,70333.jpg
10398,LeafScan,13623,Quercus pubescens Willd.,1492.jpg
10399,LeafScan,2648,Arbutus unedo L.,106948.jpg
10400,LeafScan,5131,Populus tremula L.,67978.jpg
10401,LeafScan,5128,Populus nigra L.,73305.jpg
10402,LeafScan,7315,Ginkgo biloba L.,88430.jpg
10403,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,80574.jpg
10404,LeafScan,1325,Betula pendula Roth,112261.jpg
10405,LeafScan,6367,Ruscus aculeatus L.,47116.jpg
10406,LeafScan,32422,Perovskia atriplicifolia Benth.,58376.jpg
10407,LeafScan,30122,Fagus sylvatica L.,13198.jpg
10408,LeafScan,30132,Fraxinus ornus L.,46235.jpg
10409,LeafScan,1328,Carpinus betulus L.,43516.jpg
10410,LeafScan,3849,Morus alba L.,88475.jpg
10411,LeafScan,5124,Populus alba L.,73592.jpg
10412,LeafScan,326,Ilex aquifolium L.,98468.jpg
10413,LeafScan,4617,Rhamnus alaternus L.,98283.jpg
10414,LeafScan,2648,Arbutus unedo L.,8435.jpg
10415,LeafScan,3279,Castanea sativa Mill.,49947.jpg
10416,LeafScan,30283,Pistacia terebinthus L.,32625.jpg
10417,LeafScan,1972,Viburnum opulus L.,100086.jpg
10418,LeafScan,13623,Quercus pubescens Willd.,15992.jpg
10419,LeafScan,3956,Olea europaea L.,110705.jpg
10420,LeafScan,329,Hedera helix L.,711.jpg
10421,LeafScan,11,Acer pseudoplatanus L.,106271.jpg
10422,LeafScan,3798,Magnolia grandiflora L.,45867.jpg
10423,LeafScan,7305,Juniperus oxycedrus L.,29575.jpg
10424,LeafScan,14872,Ulmus minor Mill.,22723.jpg
10425,LeafScan,2689,Euphorbia characias L.,5733.jpg
10426,LeafScan,3958,Phillyrea angustifolia L.,54502.jpg
10427,LeafScan,1973,Viburnum tinus L.,27467.jpg
10428,LeafScan,3942,Fraxinus angustifolia Vahl,19452.jpg
10429,LeafScan,3283,Quercus coccifera L.,110143.jpg
10430,LeafScan,7315,Ginkgo biloba L.,81285.jpg
10431,LeafScan,12,Acer saccharinum L.,37442.jpg
10432,LeafScan,3962,Syringa vulgaris L.,51977.jpg
10433,LeafScan,30308,Quercus robur L.,56951.jpg
10434,LeafScan,30056,Cornus sanguinea L.,8147.jpg
10435,LeafScan,30131,Fraxinus excelsior L.,99930.jpg
10436,LeafScan,4763,Crataegus germanica (L.) Kuntze,111892.jpg
10437,LeafScan,4838,Prunus dulcis (Mill.) D.A.Webb,71214.jpg
10438,LeafScan,7315,Ginkgo biloba L.,43268.jpg
10439,LeafScan,4827,Prunus avium (L.) L.,49625.jpg
10440,LeafScan,8523,Acer monspessulanum L.,42660.jpg
10441,LeafScan,7315,Ginkgo biloba L.,14288.jpg
10442,LeafScan,4721,Crataegus monogyna Jacq.,10864.jpg
10443,LeafScan,1329,Corylus avellana L.,42837.jpg
10444,LeafScan,14872,Ulmus minor Mill.,49381.jpg
10445,LeafScan,13798,Rhus typhina L.,111162.jpg
10446,LeafScan,3958,Phillyrea angustifolia L.,2119.jpg
10447,LeafScan,14803,Tilia platyphyllos Scop.,56196.jpg
10448,LeafScan,4762,Malus sylvestris Mill.,94005.jpg
10449,LeafScan,4721,Crataegus monogyna Jacq.,20984.jpg
10450,LeafScan,14872,Ulmus minor Mill.,67504.jpg
10451,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,60788.jpg
10452,LeafScan,30283,Pistacia terebinthus L.,43221.jpg
10453,LeafScan,5124,Populus alba L.,13410.jpg
10454,LeafScan,4990,Sorbus domestica L.,71302.jpg
10455,LeafScan,1948,Capparis spinosa L.,60414.jpg
10456,LeafScan,7323,Taxus baccata L.,68335.jpg
10457,LeafScan,6367,Ruscus aculeatus L.,192.jpg
10458,LeafScan,13623,Quercus pubescens Willd.,38191.jpg
10459,LeafScan,3797,Liriodendron tulipifera L.,102114.jpg
10460,LeafScan,4739,Eriobotrya japonica (Thunb.) Lindl.,66465.jpg
10461,LeafScan,30126,Ficus carica L.,70839.jpg
10462,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,21661.jpg
10463,LeafScan,4763,Crataegus germanica (L.) Kuntze,64517.jpg
10464,LeafScan,1467,Albizia julibrissin Durazz.,100047.jpg
10465,LeafScan,1837,Buddleja davidii Franch.,9690.jpg
10466,LeafScan,383,Ambrosia artemisiifolia L.,78041.jpg
10467,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,109697.jpg
10468,LeafScan,1321,Alnus glutinosa (L.) Gaertn.,95741.jpg
10469,LeafScan,3568,Lamium purpureum L.,89701.jpg
10470,LeafScan,3955,Ligustrum vulgare L.,3977.jpg
10471,LeafScan,3618,Origanum vulgare L.,32573.jpg
10472,LeafScan,5602,Daphne cneorum L.,56344.jpg
10473,LeafScan,2689,Euphorbia characias L.,104671.jpg
10474,LeafScan,2648,Arbutus unedo L.,3235.jpg
10475,LeafScan,3962,Syringa vulgaris L.,40242.jpg
10476,LeafScan,6367,Ruscus aculeatus L.,4781.jpg
10477,LeafScan,8524,Acer opalus Mill.,3602.jpg
10478,LeafScan,30332,Salvia officinalis L.,87415.jpg
10479,LeafScan,13798,Rhus typhina L.,55912.jpg
10480,LeafScan,1973,Viburnum tinus L.,80012.jpg
10481,LeafScan,8522,Acer campestre L.,39192.jpg
10482,LeafScan,11,Acer pseudoplatanus L.,23814.jpg
10483,LeafScan,59,Rhus coriaria L.,1848.jpg
10484,LeafScan,8775,Betula utilis D.Don,31166.jpg
10485,LeafScan,30056,Cornus sanguinea L.,27597.jpg
10486,LeafScan,3750,Laurus nobilis L.,24915.jpg
10487,LeafScan,3288,Quercus ilex L.,90998.jpg
10488,LeafScan,14872,Ulmus minor Mill.,60882.jpg
10489,LeafScan,3296,Quercus rubra L.,73659.jpg
10490,LeafScan,4739,Eriobotrya japonica (Thunb.) Lindl.,98442.jpg
10491,LeafScan,29924,Acer negundo L.,75987.jpg
10492,LeafScan,3849,Morus alba L.,39917.jpg
10493,LeafScan,3849,Morus alba L.,51534.jpg
10494,LeafScan,5124,Populus alba L.,103283.jpg
10495,LeafScan,3750,Laurus nobilis L.,8743.jpg
10496,LeafScan,42933,Photinia serrulata Lindl.,70479.jpg
10497,LeafScan,30131,Fraxinus excelsior L.,13218.jpg
10498,LeafScan,2689,Euphorbia characias L.,95706.jpg
10499,LeafScan,3568,Lamium purpureum L.,65542.jpg
10500,LeafScan,1328,Carpinus betulus L.,99779.jpg
10501,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,18901.jpg
10502,LeafScan,329,Hedera helix L.,110353.jpg
10503,LeafScan,4026,Chelidonium majus L.,73084.jpg
10504,LeafScan,1837,Buddleja davidii Franch.,929.jpg
10505,LeafScan,29939,Alnus cordata (Loisel.) Duby,10480.jpg
10506,LeafScan,30249,Nerium oleander L.,42383.jpg
10507,LeafScan,2689,Euphorbia characias L.,29846.jpg
10508,LeafScan,3962,Syringa vulgaris L.,77294.jpg
10509,LeafScan,1948,Capparis spinosa L.,111065.jpg
10510,LeafScan,30099,Ephedra distachya L.,18805.jpg
10511,LeafScan,1328,Carpinus betulus L.,47196.jpg
10512,LeafScan,3942,Fraxinus angustifolia Vahl,38939.jpg
10513,LeafScan,30308,Quercus robur L.,4928.jpg
10514,LeafScan,4379,Punica granatum L.,60101.jpg
10515,LeafScan,4840,Prunus laurocerasus L.,61268.jpg
10516,LeafScan,1013,Scorzoneroides pyrenaica (Gouan) Holub,108172.jpg
10517,LeafScan,4721,Crataegus monogyna Jacq.,60632.jpg
10518,LeafScan,1973,Viburnum tinus L.,57500.jpg
10519,LeafScan,2918,Gleditsia triacanthos L.,15711.jpg
10520,LeafScan,4171,Limonium narbonense Mill.,91593.jpg
10521,LeafScan,2689,Euphorbia characias L.,6850.jpg
10522,LeafScan,5128,Populus nigra L.,95724.jpg
10523,LeafScan,3962,Syringa vulgaris L.,82849.jpg
10524,LeafScan,7315,Ginkgo biloba L.,17271.jpg
10525,LeafScan,1842,Buxus sempervirens L.,36227.jpg
10526,LeafScan,1842,Buxus sempervirens L.,52990.jpg
10527,LeafScan,7305,Juniperus oxycedrus L.,111783.jpg
10528,LeafScan,3955,Ligustrum vulgare L.,18502.jpg
10529,LeafScan,5156,Salix fragilis L.,80434.jpg
10530,LeafScan,30056,Cornus sanguinea L.,22186.jpg
10531,LeafScan,326,Ilex aquifolium L.,25569.jpg
10532,LeafScan,14872,Ulmus minor Mill.,28729.jpg
10533,LeafScan,4721,Crataegus monogyna Jacq.,40015.jpg
10534,LeafScan,5606,Daphne mezereum L.,1600.jpg
10535,LeafScan,7323,Taxus baccata L.,107422.jpg
10536,LeafScan,54,Cotinus coggygria Scop.,9944.jpg
10537,LeafScan,5602,Daphne cneorum L.,52205.jpg
10538,LeafScan,1842,Buxus sempervirens L.,74230.jpg
10539,LeafScan,30129,Frangula dodonei Ard.,10083.jpg
10540,LeafScan,5634,Celtis australis L.,80842.jpg
10541,LeafScan,1251,Tanacetum vulgare L.,13174.jpg
10542,LeafScan,3288,Quercus ilex L.,88996.jpg
10543,LeafScan,13623,Quercus pubescens Willd.,18526.jpg
10544,LeafScan,3958,Phillyrea angustifolia L.,43369.jpg
10545,LeafScan,329,Hedera helix L.,53367.jpg
10546,LeafScan,8523,Acer monspessulanum L.,58290.jpg
10547,LeafScan,7305,Juniperus oxycedrus L.,90409.jpg
10548,LeafScan,1837,Buddleja davidii Franch.,94844.jpg
10549,LeafScan,7305,Juniperus oxycedrus L.,9244.jpg
10550,LeafScan,55,Pistacia lentiscus L.,66645.jpg
10551,LeafScan,30040,Cercis siliquastrum L.,102988.jpg
10552,LeafScan,5602,Daphne cneorum L.,82874.jpg
10553,LeafScan,1328,Carpinus betulus L.,24796.jpg
10554,LeafScan,6367,Ruscus aculeatus L.,91634.jpg
10555,LeafScan,4847,Prunus spinosa L.,88133.jpg
10556,LeafScan,6367,Ruscus aculeatus L.,42363.jpg
10557,LeafScan,30249,Nerium oleander L.,111421.jpg
10558,LeafScan,54,Cotinus coggygria Scop.,55157.jpg
10559,LeafScan,3750,Laurus nobilis L.,12975.jpg
10560,LeafScan,3956,Olea europaea L.,35572.jpg
10561,LeafScan,4617,Rhamnus alaternus L.,92062.jpg
10562,LeafScan,4719,Crataegus laevigata (Poir.) DC.,74118.jpg
10563,LeafScan,8522,Acer campestre L.,3871.jpg
10564,LeafScan,1842,Buxus sempervirens L.,33110.jpg
10565,LeafScan,326,Ilex aquifolium L.,79028.jpg
10566,LeafScan,30040,Cercis siliquastrum L.,36028.jpg
10567,LeafScan,1973,Viburnum tinus L.,21737.jpg
10568,LeafScan,3942,Fraxinus angustifolia Vahl,83834.jpg
10569,LeafScan,30073,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",53661.jpg
10570,LeafScan,329,Hedera helix L.,77853.jpg
10571,LeafScan,8522,Acer campestre L.,97369.jpg
10572,LeafScan,5128,Populus nigra L.,99509.jpg
10573,LeafScan,44462,Pittosporum tenuifolium Gaertn.,52585.jpg
10574,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,1958.jpg
10575,LeafScan,14872,Ulmus minor Mill.,55518.jpg
10576,LeafScan,329,Hedera helix L.,95715.jpg
10577,LeafScan,1837,Buddleja davidii Franch.,45181.jpg
10578,LeafScan,30040,Cercis siliquastrum L.,45932.jpg
10579,LeafScan,8522,Acer campestre L.,17051.jpg
10580,LeafScan,329,Hedera helix L.,87878.jpg
10581,LeafScan,4719,Crataegus laevigata (Poir.) DC.,85160.jpg
10582,LeafScan,1973,Viburnum tinus L.,15250.jpg
10583,LeafScan,3282,Quercus cerris L.,107566.jpg
10584,LeafScan,8677,Arum italicum Mill.,70040.jpg
10585,LeafScan,8522,Acer campestre L.,20350.jpg
10586,LeafScan,7483,Liquidambar styraciflua L.,42233.jpg
10587,LeafScan,6367,Ruscus aculeatus L.,92466.jpg
10588,LeafScan,14929,Viscum album L.,34047.jpg
10589,LeafScan,3942,Fraxinus angustifolia Vahl,18471.jpg
10590,LeafScan,54,Cotinus coggygria Scop.,79552.jpg
10591,LeafScan,3958,Phillyrea angustifolia L.,38433.jpg
10592,LeafScan,6367,Ruscus aculeatus L.,95048.jpg
10593,LeafScan,29924,Acer negundo L.,19828.jpg
10594,LeafScan,14872,Ulmus minor Mill.,99365.jpg
10595,LeafScan,30126,Ficus carica L.,60879.jpg
10596,LeafScan,4516,Ficaria verna Huds.,9345.jpg
10597,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,38960.jpg
10598,LeafScan,3956,Olea europaea L.,71454.jpg
